,VENDOR_NAME,VENDOR_STATE_PROVINCE,MCC_DESCRIPTION
358,CVS PHARMACY #1511 Q03,MD,"DrugStores,Pharmacies"
359,FLASH GLASS/UNITED,DC,"GenlContractors-Residential,andCommercial"
360,HERMANMILLERSEATING.CO,MA,DirectMarketing-Comb.Catalog&RetailMerchants
361,RANDY'S CARPET& INTERI,DC,Carpet&UpholsteryCleaning
362,ABSTRACT INC,DC,"Stationery,Office&SchoolSupplyStores"
363,METROPOLITAN OFFICE PR,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
364,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
365,DEER PARK WATER,MA,SpecialtyRetailStores-Miscellaneous
366,DEER PARK WATER,MA,SpecialtyRetailStores-Miscellaneous
367,ESI INTERNATIONAL,FL,"EducationalServices,NotElsewhereClassified"
368,LEARNING TREE INTERNAT,VA,"EducationalServices,NotElsewhereClassified"
369,DEMCO INC,WI,DirectMarketing-CatalogMerchants
370,ABSTRACT INC,DC,"Stationery,Office&SchoolSupplyStores"
371,UOP-INTERNET,AZ,"College,Universities,ProfessionalSchools"
372,DISPLAYS 2 GO,RI,"DurableGoods,NotElsewhereClassified"
373,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
374,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
375,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
376,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
377,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
378,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
379,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
380,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
381,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
382,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
383,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
384,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
385,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
386,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
387,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
388,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
389,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
390,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
391,MVS INC-CREDIT MVS,DC,"Computers,ComputerPeripheralEquipment,Software"
392,WASH METRO    00109306,DC,Local/SuburbanCommuterTransportation
393,WASH METRO    00109306,DC,Local/SuburbanCommuterTransportation
394,WASHINGTON BIZ JOURNAL,VA,"Books,PeriodicalsAndNewspapers"
395,GIBBS CONTRACTING INC.,DC,"FreightCarriers,Trucking-Local/LongDistance"
396,BIOMEDICAL WASTE SERVI,MD,BusinessServicesNotElsewhereClassified
397,CARLSON WAGONLIT/WW,PA,TravelAgenciesandTourOperators
398,DS WATERS,GA,SpecialtyRetailStores-Miscellaneous
399,"APPLE COURIER, INC.",DC,SpecialtyRetailStores-Miscellaneous
400,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
401,MBS DIRECT TEXTBOOKS,MO,"Books,PeriodicalsAndNewspapers"
402,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
403,IIA/CPCU INSTITUTE,PA,"College,Universities,ProfessionalSchools"
404,IIA/CPCU INSTITUTE,PA,"College,Universities,ProfessionalSchools"
405,IKON-NORTH AMERICA,PA,"Office,Photographic,Photocopy,andMicrofilmEquip"
406,SIM,IL,"MembershipOrganizations,NotElsewhereClassified"
407,WASHINGTON HISPANIC,MD,AdvertisingServices
408,ORKIN INC #601,MD,Disinfecting&ExterminatingServices
409,URBAN LAND INSTITUTE,DC,CharitableAndSocialServiceOrganizations
410,AMER PSCH PUB INC,VA,"MembershipOrganizations,NotElsewhereClassified"
411,WWW.CLEVERBRIDGE.NET,DEU,ComputerSoftwareStores
412,DMI* DELL K-12/GOVT,TX,"Computers,ComputerPeripheralEquipment,Software"
413,TARGET        00022590,DC,DiscountStores
414,MIZELL LUMBER AND,MD,Lumber&BuildingMaterialsStores
415,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
416,"TOUCAN BUSINESS FORMS,",MD,"IndustrialSupplies,NotElsewhereClassified"
417,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
418,EASTBAY CATALOG,WI,DirectMarketing-NotElsewhereClassified
419,SOUTHERN AVENUE GRAPHI,MD,"CommercialPhotography,Art&Graphics"
420,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
421,NATPE REG,CA,BusinessServicesNotElsewhereClassified
422,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
423,CLUB QUARTERS-ADAMS,IL,Hotels-Lodging(NotListedElsewhere)
424,USAIRWAY  03723343544200,AZ,U.S.Air
425,USAIRWAY  03723343681374,AZ,U.S.Air
426,BENCO DENTAL CO,PA,Medical&DentalLaboratories
427,DRI*CYBERLINK CORP,MN,ComputerSoftwareStores
428,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
429,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
430,RADIOSHACK COR00120709,DC,ElectronicSales
431,N.A.F.I.,FL,ProfessionalServicesNotElsewhereDefined
432,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
433,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
434,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
435,XEROX CORP.  XCS/RBO,NY,"Office,Photographic,Photocopy,andMicrofilmEquip"
436,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
437,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
438,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
439,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
440,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
441,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
442,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
443,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
444,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
445,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
446,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
447,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
448,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
449,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
450,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
451,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
452,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
453,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
454,STAPLES       00107417,VA,"Stationery,OfficeSupplies,Printing/WritingPaper"
455,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
456,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
457,STANDARD GRAPHICS MID,VA,"Quick-Copy,ReproductionandBlueprintingServices"
458,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
459,JMAC SERVICES AND SUPP,DC,"Furniture,HomeFurnishingsAndEquipmentStores"
460,PARAMETRIC TECHNOLOGY,MA,"Computers,ComputerPeripheralEquipment,Software"
461,PETRO TANK AND00 OF 00,DE,"AutomotiveParts,AccessoriesStores"
462,MARSHALLS #0484,MD,FamilyClothingStores
463,WASHINGTON POLICE SUPP,DC,"Automotive,Aircraft&FarmEquipDealersnotclass."
464,ABLE REPORTING,MD,ProfessionalServicesNotElsewhereDefined
465,1800GOFEDEX   10010007,TN,"FreightCarriers,Trucking-Local/LongDistance"
466,SHRM HOUSING 800-906-4,TX,TravelAgenciesandTourOperators
467,AMERICAN PUBLIC WORKS,MO,DirectMarketing-NotElsewhereClassified
468,TCD*THOMSON LEARNING,KY,"EducationalServices,NotElsewhereClassified"
469,MAURICE ELECTRICAL SUP,DC,ElectricalPartsAndEquipment
470,STAPLES       00102186,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
471,HP DIRECT-PUBLICSECTOR,NE,DirectMarketing-CatalogMerchants
472,NTL REGISTRY OF EMTS,OH,DirectMarketing-CatalogMerchants
473,ABLE REPORTING,MD,ProfessionalServicesNotElsewhereDefined
474,HILLMEADE EMBROIDERY,MD,"Sewing,Needlework,Fabric&PieceGoodsStores"
475,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
476,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
477,AMMKA INT. INC,DC,"GenlContractors-Residential,andCommercial"
478,U-STORE WASHINGTON,DC,"FreightCarriers,Trucking-Local/LongDistance"
479,MY SAFE FOOD HANDLER,MD,BusinessServicesNotElsewhereClassified
480,AMES SAFETY ENVELOPE C,MA,MiscellaneousPublishingAndPrinting
481,WWW.AIA.ORG,DC,"MembershipOrganizations,NotElsewhereClassified"
482,DELTA     00675274330522,TN,Delta
483,DELTA     00675274330500,TN,Delta
484,DELTA     00675274330511,TN,Delta
485,FRANK PARSONS PAPER LA,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
486,GARY YOUNG,MD,HardwareStores
487,CENTRAL SAFE AND LOCKS,DC,BusinessServicesNotElsewhereClassified
488,CAPITAL COMMUNITY NEWS,DC,AdvertisingServices
489,FARB,IL,BusinessServicesNotElsewhereClassified
490,INTERNATION,AR,ProfessionalServicesNotElsewhereDefined
491,VILLAGE SUPPLIES LTD,IL,"Stationery,Office&SchoolSupplyStores"
492,THE UPS STORE #1736,DC,BusinessServicesNotElsewhereClassified
493,USPS 1050050113    QQQ,DC,PostageServices-GovernmentOnly
494,"AJ STATIONERS OF D.C.,",DC,OfficeandCommercialFurniture
495,SPECIALTYBOOKS.COM #68,OH,BookStores
496,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
497,"ASSURED LOCK, TOOL&SUP",FL,BusinessServicesNotElsewhereClassified
498,PRESTO/ THE NOTARY STO,WV,SpecialtyRetailStores-Miscellaneous
499,TARHEEL CANINE TRAININ,NC,"PersonalServices,NotElsewhereClassified"
500,"BAUDVILLE, INC",MI,SpecialtyRetailStores-Miscellaneous
501,KELLY GENERATOR & EQUI,MD,ElectricalPartsAndEquipment
502,KELLY GENERATOR & EQUI,MD,ElectricalPartsAndEquipment
503,FRED PRYOR SEMINARS,KS,"EducationalServices,NotElsewhereClassified"
504,CONFIGURATION INC,DC,DirectMarketing-NotElsewhereClassified
505,BLUE BOY PRINTING CORP,DC,MiscellaneousPublishingAndPrinting
506,COMMON CENTS CABLING A,VA,ProfessionalServicesNotElsewhereDefined
507,USGOVT PRINT OFC 32,DC,"GovernmentServices,NotElsewhereClassified"
508,WW GRAINGER 896,MD,"IndustrialSupplies,NotElsewhereClassified"
509,WW GRAINGER 898,MD,"IndustrialSupplies,NotElsewhereClassified"
510,WW GRAINGER 912,DC,"IndustrialSupplies,NotElsewhereClassified"
511,BEST BUY MHT  00004861,MD,ElectronicSales
512,UNIVAR USA INC,WA,"ChemicalsandAlliedProducts,NotElsewhereClass."
513,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
514,VWR INTERNATIONAL INC,PA,"Lab,Medical,Dental,Opthalmic,HospEquip&Supplies"
515,WASH METRO    00025387,DC,Local/SuburbanCommuterTransportation
516,BAUMGARTEN CO OF WASHI,MD,SpecialtyRetailStores-Miscellaneous
517,DISCOVERY CREEK CHILDR,DC,TouristAttractionsAndExhibits
518,TETRA TECH INC,CA,"Management,Consulting&PublicRelationsServices"
519,L  LACHANSE SERVICES,GA,ProfessionalServicesNotElsewhereDefined
520,L  LACHANSE SERVICES,GA,ProfessionalServicesNotElsewhereDefined
521,L  LACHANSE SERVICES,GA,ProfessionalServicesNotElsewhereDefined
522,L  LACHANSE SERVICES,GA,ProfessionalServicesNotElsewhereDefined
523,L  LACHANSE SERVICES,GA,ProfessionalServicesNotElsewhereDefined
524,HIGHSMITH 1012755471,WI,DirectMarketing-NotElsewhereClassified
525,WW GRAINGER 896,MD,"IndustrialSupplies,NotElsewhereClassified"
526,WW GRAINGER 896,MD,"IndustrialSupplies,NotElsewhereClassified"
527,WW GRAINGER 912,DC,"IndustrialSupplies,NotElsewhereClassified"
528,WW GRAINGER 912,DC,"IndustrialSupplies,NotElsewhereClassified"
529,FRAGERS HARDWARE,DC,HardwareStores
530,FRAGERS HARDWARE,DC,HardwareStores
531,MOORE MEDICAL LLC HOUS,CT,"MedicalServices,NotElsewhereClassified"
532,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
533,CVS PHARMACY #1360 Q03,DC,"DrugStores,Pharmacies"
534,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
535,FRANK PARSONS PAPER LA,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
536,GELBERG SIGNS,DC,"DurableGoods,NotElsewhereClassified"
537,HMC PRINTING,DC,"Quick-Copy,ReproductionandBlueprintingServices"
538,PENN CAMERA #1,DC,Camera&PhotographicSupplyStores
539,WW GRAINGER 912,DC,"IndustrialSupplies,NotElsewhereClassified"
540,STAPLES DIRECT00209908,CA,"Stationery,OfficeSupplies,Printing/WritingPaper"
541,SUBWAY U & 12TH #22Q16,DC,FastFoodRestaurants
542,GETTY IMAGES,WA,ArtDealers&Galleries
543,MCDONALD'S F14307  Q17,DC,FastFoodRestaurants
544,SUBWAY #32403,DC,FastFoodRestaurants
545,SUBWAY #32403,DC,FastFoodRestaurants
546,HIRERIGHT,CA,BusinessServicesNotElsewhereClassified
547,HIRERIGHT,CA,BusinessServicesNotElsewhereClassified
548,HIRERIGHT,CA,BusinessServicesNotElsewhereClassified
549,FEDEX KINKO'S #0671,DC,"Quick-Copy,ReproductionandBlueprintingServices"
550,AMAZON.COM,WA,BookStores
551,JCPENNEY STORE 2736,MD,DepartmentStores
552,JCPENNEY STORE 2736,MD,DepartmentStores
553,MACY*S EAST #0196,MD,DepartmentStores
554,MACY*S EAST #0196,MD,DepartmentStores
555,200-DOWNTOWN LOCKER RO,MD,"Clothing,ApparelandAccessoryShops-Miscellaneous"
556,200-DOWNTOWN LOCKER RO,MD,"Clothing,ApparelandAccessoryShops-Miscellaneous"
557,200-DOWNTOWN LOCKER RO,MD,"Clothing,ApparelandAccessoryShops-Miscellaneous"
558,STAPLES       00102186,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
559,OFFICE DEPOT #207,DC,"Stationery,Office&SchoolSupplyStores"
560,CONFIGURATION INC,DC,DirectMarketing-NotElsewhereClassified
561,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
562,THE HOME DEPOT #2583,DC,HomeSupplyWarehouseStores
563,STAPLES       00102186,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
564,WW GRAINGER 896,MD,"IndustrialSupplies,NotElsewhereClassified"
565,WW GRAINGER 896,MD,"IndustrialSupplies,NotElsewhereClassified"
566,WW GRAINGER 897,VA,"IndustrialSupplies,NotElsewhereClassified"
567,VWR INTERNATIONAL INC,PA,"Lab,Medical,Dental,Opthalmic,HospEquip&Supplies"
568,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
569,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
570,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
571,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
572,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
573,WASH METRO INTERNET SA,DC,DirectMarketing-NotElsewhereClassified
574,DOCUMENT MANAGERS,DC,"Office,Photographic,Photocopy,andMicrofilmEquip"
575,STAPLES DIRECT00209908,CA,"Stationery,OfficeSupplies,Printing/WritingPaper"
576,MAURICE ELECTRICAL SUP,DC,ElectricalPartsAndEquipment
577,WW GRAINGER 912,DC,"IndustrialSupplies,NotElsewhereClassified"
578,FRAGERS HARDWARE,DC,HardwareStores
579,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
580,THE HOME DEPOT #2583,DC,HomeSupplyWarehouseStores
581,C AND C INDUSTRIES,MD,"Recreational&UtilityTrailers,CamperDealers"
582,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
583,MAURICE ELECTRICAL SUP,DC,ElectricalPartsAndEquipment
584,MAURICE ELECTRICAL SUP,DC,ElectricalPartsAndEquipment
585,MAURICE ELECTRICAL SUP,DC,ElectricalPartsAndEquipment
586,UNITY CONSTRUCTION OF,DC,DirectMarketing-NotElsewhereClassified
587,TENN SECURITY INC,MD,ProfessionalServicesNotElsewhereDefined
588,FEDEX KINKO'S #1370,MD,"Quick-Copy,ReproductionandBlueprintingServices"
589,DAMEWARE DEVELOPEMENT,LA,"Computers,ComputerPeripheralEquipment,Software"
590,JIMMIE MUSCATELLOS,DC,UniformsandCommercialClothing
591,US CONF OF MAYORS,DC,"MembershipOrganizations,NotElsewhereClassified"
592,US CONF OF MAYORS,DC,"MembershipOrganizations,NotElsewhereClassified"
593,3E GRAPHICS PLUS LLC,DC,SpecialtyRetailStores-Miscellaneous
594,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
595,THE HAPPY CHEF INC,NJ,GeneralMerchandise
596,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
597,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
598,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
599,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
600,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
601,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
602,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
603,NPDB NPDB-HIPDB.HRSA.G,VA,"GovernmentServices,NotElsewhereClassified"
604,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
605,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
606,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
607,HIPDB NPDB-HIPDB.HRSA.,VA,"GovernmentServices,NotElsewhereClassified"
608,"ACCESSECURITY, INC",VA,ProtectiveServices
609,MONTANA DOUBLE CAR WAS,DC,CarWashes
610,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
611,DEMCO INC,WI,DirectMarketing-CatalogMerchants
612,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
613,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
614,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
615,NEXT DAY GOURMET,VA,"CommercialEquipment,NotElsewhereClassified"
616,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
617,JIMMIE MUSCATELLOS,DC,UniformsandCommercialClothing
618,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
619,UNITY CONSTRUCTION OF,DC,DirectMarketing-NotElsewhereClassified
620,DELTA     00675280799686,TN,Delta
621,APLUSEVENTS,CA,BusinessServicesNotElsewhereClassified
622,APLUSEVENTS,CA,BusinessServicesNotElsewhereClassified
623,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
624,SOUTHWES  5268517766955,TX,Southwest
625,AMERICAN ASSOCIATION O,DC,"MembershipOrganizations,NotElsewhereClassified"
626,WALMART.COM,AR,DiscountStores
627,IDCSERVCO,CA,"Stationery,OfficeSupplies,Printing/WritingPaper"
628,HILTON SAN DIEGO MISSI,CA,HiltonHotels
629,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
630,USPS 1050050113    QQQ,DC,PostageServices-GovernmentOnly
631,STAPLES       00102186,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
632,NATL FORUM BLK PUBLIC,DC,"Civic,Social&FraternalAssociations"
633,CAPTION REPORTERS INC,MD,StenographicandSecretarialSupportServices
634,PEMBROKE WEST,DC,ProfessionalServicesNotElsewhereDefined
635,WASH METRO    00035303,DC,Local/SuburbanCommuterTransportation
636,ALL ROAD COMMUNICATION,CA,DirectMarketing-CatalogMerchants
637,FRANK PARSONS PAPER LA,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
638,TIGEREYE PROMOTIONS LL,OH,AdvertisingServices
639,DESKMATE OFFICE PRODUC,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
640,DESKMATE OFFICE PRODUC,MD,"Stationery,OfficeSupplies,Printing/WritingPaper"
641,SANDIA MARKETING LLC,NM,GeneralMerchandise
642,SANDIA MARKETING LLC,NM,GeneralMerchandise
643,RE MICHEL COMPANY INC.,MD,PlumbingAndHeatingEquipmentAndSupplies
644,STAPLES DIRECT00209908,CA,"Stationery,OfficeSupplies,Printing/WritingPaper"
645,STAPLES DIRECT00209908,CA,"Stationery,OfficeSupplies,Printing/WritingPaper"
646,FERGUSON ENTERPRISES #,MD,PlumbingAndHeatingEquipmentAndSupplies
647,NATIONAL SUPPLY CO.,MD,"SpecialtyCleaning,Polishing,andSanitationPrep"
648,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
649,AMAZON.COM,WA,BookStores
650,STAPLES       00117200,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
651,CHANNING BETE CO -,MA,BusinessServicesNotElsewhereClassified
652,AMERICAN COUNCIL ON EX,CA,"EducationalServices,NotElsewhereClassified"
653,WW GRAINGER 912,DC,"IndustrialSupplies,NotElsewhereClassified"
654,SCANTRON CORPORATION,CA,BusinessServicesNotElsewhereClassified
655,DMI* DELL K-12/GOVT,TX,"Computers,ComputerPeripheralEquipment,Software"
656,TESSCO INCORPORATED,MD,TelecommunicationsEquipmentIncl.TelephoneSales
657,MATTOS PRO FINISHES 5,MD,AutomotiveServiceShops
658,HYDRAULICS UNLIMITED I,MD,RepairShopsandRelatedServices-Miscellaneous
659,SHEEHY FORD MARLOW HEI,MD,Automobile&TruckDealer-New&Used
660,WILBAR ALLIANCE TRUCK,VA,"AutomotiveParts,AccessoriesStores"
661,SUSTAINABLEBUSINESS.CO,NY,BusinessServicesNotElsewhereClassified
662,WW GRAINGER 912,DC,"IndustrialSupplies,NotElsewhereClassified"
663,WW GRAINGER 912,DC,"IndustrialSupplies,NotElsewhereClassified"
664,WW GRAINGER 912,DC,"IndustrialSupplies,NotElsewhereClassified"
665,FRAGERS HARDWARE,DC,HardwareStores
666,SOUTHWES  5268768584205,TX,Southwest
667,THE WASHINGTON TIMES -,DC,NewsDealers&Newsstands
668,THE WASHINGTON TIMES -,DC,NewsDealers&Newsstands
669,FAX EXPRESS,NJ,"Stationery,Office&SchoolSupplyStores"
670,YOUSENDIT INC,CA,ProfessionalServicesNotElsewhereDefined
671,STAPLES       00102186,DC,"Stationery,OfficeSupplies,Printing/WritingPaper"
672,NCAFDO,WI,"PersonalServices,NotElsewhereClassified"
673,SUPERIOR LAMP INC,ND,ElectricalPartsAndEquipment
674,ATTM *997336619NBI,GA,FAXandTelecommunicationsService
675,PC TOOLS1-800-764-5783,GBR,ComputerSoftwareStores
676,ACE PRESS,DC,"Quick-Copy,ReproductionandBlueprintingServices"
677,MANHATTAN WARDROBE SUP,NY,"Clothing,ApparelandAccessoryShops-Miscellaneous"
678,THE HOME DEPOT #2583,DC,HomeSupplyWarehouseStores
679,MVS INC-CREDIT MVS,DC,"Computers,ComputerPeripheralEquipment,Software"
680,INFINITE CONFERENCING,NJ,BusinessServicesNotElsewhereClassified
681,STAPLES       00107417,VA,"Stationery,OfficeSupplies,Printing/WritingPaper"
682,BEST BUY MHT  00004937,VA,ElectronicSales
683,RADIOSHACK COR00124958,DC,ElectronicSales
684,"PLEVA, INC.",MD,SpecialtyRetailStores-Miscellaneous
685,WW GRAINGER 898,MD,"IndustrialSupplies,NotElsewhereClassified"
686,AMMKA INT. INC,DC,"GenlContractors-Residential,andCommercial"
687,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
688,NBF*NATL BIZ FURNITURE,WI,OfficeandCommercialFurniture
689,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
690,STANDARD OFFICE SUPPLY,DC,"Stationery,Office&SchoolSupplyStores"
691,GAYLORD PALMS HOTEL FL,FL,NewEsplanadeHotel
692,GAYLORD PALMS HOTEL FL,FL,NewEsplanadeHotel
693,AMZ*AMAZON PAYMENTS,WA,BookStores
694,HUFF PRINTING & AD SPE,DC,MiscellaneousPublishingAndPrinting
695,TELEVISION COMMUNICATO,DC,"Management,Consulting&PublicRelationsServices"
696,TELEVISION COMMUNICATO,DC,"Management,Consulting&PublicRelationsServices"
697,CAPITAL SERVICES AND S,DC,OfficeandCommercialFurniture
